name	id	cuisine	ingredients	type_of_dish1	recipes
Charoset	/m/05rrpw	Jewish cuisine			
Stracciatella	/m/05737b	Italian	Semolina,Black pepper,Egg,Parmigiano Reggiano,Nutmeg,Table salt	Soup	
Tlacoyo	/m/060tl9	Mexican			
Panipuri	/m/04vdvm	Indian cuisine			
Prince of Wales	/m/05n8zzk		Sugar,Strawberry,Lemon juice,Cherry Brandy		
Martini	/m/01w8pq		Gin,Vermouth		
Coq au vin	/m/01kf5_	French			
Agedashi tofu	/m/0169z3	Japanese Cuisine			
Sorbet	/m/0209ts			Dessert	
Churrasco	/m/03gywp	Brazilian Barbecue,Barbecue	Chimichurri		
Sopressa	/m/04g1_nd	Italian			
SpaghettiOs	/m/040jw7	Italian			
Fried-brain sandwich	/m/03rjn6		Beef brain		
Taralli	/m/047s86y	Italian			
Bolognese sauce	/m/0416b0	Italian			
Succade	/m/03m5vwn				
Bebinca	/m/08_gcm	Goan cuisine,Filipino	Coconut milk,Ghee,Sugar,Flour	Dessert	
Turnover	/m/06y1hm			Pastry	
Khash	/m/06y9xs	Armenian	Tripe		
Pastisset	/m/06zk52n	Spanish Cuisine			
Flame on the Iceberg	/m/06tfzp	Cuisine of Hong Kong			
Tabouli	/m/040p4s	Jewish cuisine,Armenian,Lebanese	Parsley		
Toaster pastry	/m/0408vj			Breakfast	
Cuisine of Pune	/m/03bz0ny	Indian cuisine			
Penia	/m/047g3gf	Italian			
Ackawi cheese	/m/03gq6cj	Lebanese			
Khichra	/m/047qbxr	Indian cuisine			
Motsunabe	/m/0279ys5	Japanese Cuisine			
Collops	/m/026633x	Scottish cuisine			
Soufflé	/m/02dmwz	French			
Corn dog	/m/02_ty7	American	Oil,Cornmeal,Stick		
Red bean ice	/m/02q6x85	Cuisine of Hong Kong			
Lebanese wine	/m/025v_89	Lebanese			
Fizzy apple cocktail	/m/02x253r		Apple Vodka,Lemonade,Apple juice		
Colomba Pasquale	/m/0g5m_y	Italian			
Apfelstrudel	/m/04g0lp	Italian,Jewish cuisine			
Italian sweet pepper	/m/03qhnv4	Italian			
Bánh hỏi	/m/04g2277	Vietnamese			
French tian	/m/03d5znm	French			
Chinmi	/m/0412k9	Japanese Cuisine			
Coconut candy	/m/047f7lt				
Viennoiserie	/m/02rgczb				
Polenta	/m/02q1tp	Italian			
Kousa Mahshi	/m/02rgjs1	Lebanese			
Ricciarelli	/m/02wvn_6	Italian			
Rinderbraten	/m/0272hln	German			
Chatang	/m/02r9hrl				
Espagnole sauce	/m/02px6	French	Roux		
Flaming Doctor Pepper	/m/0435p8		Amaretto,Bacardi 151,Beer	Cocktail,Drink	
Monkey bread	/m/03byy2b				
Gulaman	/m/04cvf40	Filipino			
Sake bomb	/m/03t_hd		Beer,Sake	Drink,Cocktail	
Bhelpuri	/m/03jz5b	Indian cuisine			
Gundrook-Dheedo	/m/049xflj	Nepalese cuisine	Wheat,Maize		
Otak-otak	/m/04hnq0	Singaporean cuisine,Indonesian			
Cinnamon roll	/m/0400bw				
Sankya Lapov	/m/03d7751	Cambodian			
Eisbein	/m/071v_g	German			
Girl Scout cookie	/m/01wmzc	American		cookie	
Falafel	/m/015w3y	Jewish cuisine,Lebanese			
Bubble and squeak	/m/01dzm	British Cuisine			
Vesper	/m/026my0h		Gordon's Gin,Vodka,Lillet		
White cut chicken	/m/02vqjz4	Cuisine of Hong Kong			
Ottoman cuisine	/m/025xl8k	Turkish			
Taiyaki	/m/028c9c	Japanese Cuisine	Azuki bean		
Brit Indi	/m/028bk44	Indian cuisine			
Samosa	/m/02mn0l	Indian cuisine			
Cheesecake	/m/02mg4z		Maple syrup		
Cezerye	/m/03chpwm	Turkish			
Gudeg	/m/030rrs	Indonesian			
Faroese puffin	/m/02qytfv				
Hash	/m/02kps5	British Cuisine			
Imagawayaki	/m/02q2b29	Japanese Cuisine			
Helmipuuro	/m/0hgrjvl				
Monkey glands	/m/0gs34p		Grenadine,Absinthe,Orange juice,Gin		
Sorrel soup	/m/0fknp4	Jewish cuisine			
Gumbo	/m/01qf88	Cajun,Louisiana Creole cuisine	Crab meat,Roux,Celery,Bell pepper,Onion,Chicken meat	Soup	Thad's Gumbo Recipe
Pasty	/m/019vj1	Mexican,British Cuisine	Potato,Onion,Meat,Flour	Pastry,Pie,Convenience food	
Breakfast sausage	/m/01xg0j			Breakfast	
Rock candy	/m/01_m9b				
Satay	/m/01crps	Filipino,Indonesian,Singaporean cuisine,Thai	Coconut milk		
Sangría	/m/01n3nh		Sweetener,Sliced fruit,Carbonated water,Brandy,Red Wine		
Tongue toast	/m/0b77yyz				
Honzen ryori	/m/0b45bh	Japanese Cuisine			
Spicy Cauliflower	/m/09vj4c7				Spicy Cauliflower with Anchovy
Lasagnette	/m/09g9qz9	Italian			
Vichyssoise	/m/07d7hg	French			
BK Burger Shots	/m/07kjp14				
Ribollita	/m/03wc6th	Italian		Soup	
Bonda	/m/03kvn1	Udupi cuisine			
Gratin	/m/0b8r64	French			
Unadon	/m/0c1kfk	Japanese Cuisine			
Crab cake	/m/07xjdg		Crab meat		
Leblebi	/m/0cv55g	Turkish			
Ambrosia	/m/0cltwb			Dessert	
Makguksu	/m/086hsc	Korean			
Panada	/m/080db5j	Italian			
Eggs florentine	/m/05v67pn		Spinach		
Ptitim	/m/04z_51m	Italian			
Crusta	/m/05n9bv7		Lemon juice,Aromatic bitters,Brandy,Curaçao liqueur,Maraschino		
Kootu	/m/0594sx	Indian cuisine			
Inipit	/m/0cbv8b	Filipino			
Masaladosa	/m/080tls	Indian cuisine			
Adana kebab	/m/08qpk3	Turkish			
Tom Collins	/m/07qq8		Sugar Syrup,Lemon juice,Gin,Carbonated water		
Streuselkuchen	/m/0dy_9x	German			
Acorn stew	/m/0cy66m2	Native American cuisine,White Mountain Apache Tribe cuisine			
Jelly bean	/m/013q65				
Lancashire Hotpot	/m/01dcsz	British Cuisine			
Yum cha	/m/01nr8v	Cuisine of Hong Kong			
Sukiyaki	/m/01r2v1	Japanese Cuisine			
Caesar salad	/m/01_9v	Mexican	Crouton,Garlic,Worcestershire sauce,Parmigiano Reggiano,Egg,Romaine lettuce,Olive oil,Lime Juice,Vinegar,Lemon juice,Black pepper,Anchovy,Table salt	Salad	
Polar Bear	/m/05b1swx		Creme de cacao,Peppermint schnapps	Shooter,Drink,Cocktail	
Ligue des Gourmands	/m/05vvpj	French			
Tournedos Rossini	/m/05zwyyh	French			
Gado-gado	/m/05dh_0	Sundanese cuisine,Indonesian	Potato,Tofu,Egg,Bean sprouts,Green bean	Salad	
Masu	/m/049xflq	Nepalese cuisine			
Irish stew	/m/03pvjd	Irish	Corned beef,Potato,Lamb	Stew	
Taramosalata	/m/044_b2	Turkish,Greek	Roe,Olive oil	Dip	
Duck pie	/m/04krc1h				
Clams oreganata	/m/03d6jvs	Italian			
Sundae	/m/03rbhq	American		Dessert	
Sauerbraten	/m/047t99	German			
Pontefract Cakes	/m/02q2rk				
Matsuzaka beef	/m/0273qgx	Japanese Cuisine			
Yahni	/m/027tvc6	Turkish			
Cosmopolitan	/m/024v9t		Cointreau,Cranberry juice,Vodka,Lime Juice		
Double ka Meetha	/m/02x7gbt	Indian cuisine			
Saraswat cuisine	/m/02vqyn6	Indian cuisine			
Nshkhar	/m/027p260	Armenian			
Miyuk guk	/m/0268j4y	Korean			
Kakuni	/m/026j3z9	Japanese Cuisine			
Americano	/m/0271vf7		Sweet Vermouth,Campari,Carbonated water	Cocktail,Drink	
Grasshopper	/m/0gpm9z		Creme de cacao,Crème de menthe,Cream		
Crêpe	/m/01x5j8	German,French			Crêpes
Pączki	/m/022drf	Polish		Pastry	
Alicot	/m/06yvl_	French			
Tentsuyu	/m/018wp8	Japanese Cuisine			
Surimi	/m/020904	Japanese Cuisine			
Tensoba	/m/014vtw				
Muesli	/m/020hqc				
Dosa	/m/01_7cz	Udupi cuisine			
Wheat beer	/m/017blf		Wheat,Barley malt,Water		
Spotted dick	/m/01jjr1	British Cuisine			
Chow mein	/m/01npvx	American Chinese cuisine,Asian			
Mukimono	/m/08s90h	Japanese Cuisine			
Sagnarelli	/m/09gnmlf	Italian			
Pisang goreng	/m/098dtj	Indonesian	Banana	Dessert,Snack food	Pisang Goreng
Saumagen	/m/01hr0p	German	Carrot,Potato,Pork	Sausage	
San Pellegrino	/m/06tyv4	Italian			
Bindaetteok	/m/0d1tdv	Korean			
Cheese roll	/m/0dnl4z	New Zealand cuisine			
Apple turnover	/m/05lmmvh		Apple		
Psarosoupa	/m/04mx_yy	Greek			
St. Paul sandwich	/m/07mrm5				
Carne asada	/m/05gbwj	Mexican			
Hong Kong-style milk tea	/m/060dhf	Cuisine of Hong Kong			
Kottenbutter	/m/05ldby	German			
Sashimi	/m/0cjyd	Japanese Cuisine	Tuna,Escolar,Fish		
Semifreddo	/m/0dxnxn	Italian			
Pashmak	/m/0cxt_6				
Takoyaki	/m/018kx9	Japanese Cuisine			
Poutine	/m/0jtbr				
Takuan	/m/0b57fy	Japanese Cuisine			
Ikizukuri	/m/094dt6	Japanese Cuisine			
Ganzeltopf	/m/070b53	French			
Tortas de Aceite	/m/067xpd	Spanish Cuisine			
Aligot	/m/06yvp3	French			
Sake set	/m/0chtjf	Japanese Cuisine			
Sujeonggwa	/m/0c6tcl	Korean			
Mortadella	/m/0c6lc	Italian			
Fondue	/m/034hjy	French			
Canh chua	/m/02vxcmg	Vietnamese	Tomato,Bean sprouts,Pineapple,Tamarind	Soup	
Kow Pad Gai	/m/026t_mh				
Mambo Sauce	/m/028b8g7				
Ikayaki	/m/03chq8y	Japanese Cuisine			
Tarhana	/m/0c9vm2	Greek,Armenian,Turkish			
Pickled cucumber	/m/0dwn8		Dill		
Namasu	/m/0d2mv3	Japanese Cuisine			
Chèvre chaud	/m/0cmb3c	French			
Bun Bo Hue	/m/0clcjj	Vietnamese	Lemongrass,Rice noodles	Soup,Noodle soup	
Pavlova	/m/0hp3n	New Zealand cuisine	Meringue,Fruit,Cream	Pudding	
Melton Mowbray pork pie	/m/0j7nsfl				
Fried cauliflower	/m/09f4zy	Lebanese			
Texas toast	/m/05y5kt				
Klepon	/m/04jfnc9	Indonesian			
Saffron rice	/m/03cf6xn	Indian cuisine			
Lanark Blue	/m/027_xdy	Scottish cuisine			
French fries	/m/02y6n	Belgian,Spanish Cuisine	Potato		
Cuba Libre	/m/024jj		Lime Juice,Coca-Cola,Rum,Lemon juice	Drink,Cocktail	
Cucumber sandwich	/m/0314qb		Cucumber		
Kokoretsi	/m/0c8x6z	Turkish			
Apple crisp	/m/056yz7		Apple		
Pastitsio	/m/05svn5	Greek			
Quiche lorraine	/m/05v67qc		Ham		
Cullen Skink	/m/05xlqv	Scottish cuisine			
Creamed spinach	/m/05v6869		Spinach		
Perroquet	/m/05n9b69		Green mint syrup,Pastis		
Chippi appam	/m/0gtklx	Indian cuisine			
Khichdi	/m/0h3c45	Indian cuisine			
Syllabub	/m/054wvq	British Cuisine			
Papri Chaat	/m/09fppk	Indian cuisine			
Zabaglione	/m/0134kz	Italian			
The Cook's Decameron	/m/01gmr5	Italian			
Porrón	/m/07gch0	Spanish Cuisine			
Menchi katsu	/m/0bsk0t	Japanese Cuisine			
Eggs and brains	/m/0g6xql				
Kanjika	/m/0g3w79	Indian cuisine			
Calamondin	/m/0fn3z	Filipino			
Moka	/m/0fg_4r	Italian			
Batchoy	/m/027c5z0	Filipino			
Greek	/m/038sf				
Zeppole	/m/01zl9v	Italian			
Magiritsa	/m/02thqf	Greek			
Nasi lemak	/m/023779	Singaporean cuisine,Malaysian	Coconut milk		
Mapo doufu	/m/02hr6d	Chinese,Japanese Cuisine			
Lyonnaise Potatoes	/m/02rjk4g	French			
Springerle	/m/0blbtf	German		cookie	
Sikhye	/m/0cj730	Korean			
Wilson	/m/05n7yn8		Vodka,Soda water		
Bigos	/m/06815z	Polish	Cabbage,Meat	Stew	
Piña Colada	/m/0684y	Tiki bar	Pineapple Juice,White Rum,Coconut cream		
Stringozzi	/m/05f62b0	Italian			
Zosui	/m/0g_wpz	Japanese Cuisine			
Rabo-de-galo	/m/0g914n		Vermouth,Cachaça		
Yaka mein	/m/0fqrt41				
Jalfrezi	/m/0b4g6m	Indian cuisine			
Gnocchi	/m/0nlk0	Italian			
Popover	/m/0682xs				
Kung Pao chicken	/m/04y5c8	American Chinese cuisine,Chinese			
Jellybean	/m/05n99bg		Lemonade,Raspberry liqueur,Ouzo		
Pontack sauce	/m/0gg27_2		Elderberry	Sauce	
Cuisine classique	/m/0f96x8	French			
Vorschmack	/m/0g2f_s	Jewish cuisine			
Gemelli pasta	/m/026xm0p	Italian			
Cabbie claw	/m/02qljmr	Scottish cuisine	Cod	Seafood	
Prinzregententorte	/m/02x0dlv	German			
Arroz a la valenciana	/m/02q5wg8	Filipino	Chicken meat,Chorizo,Butter,Rice,Onion		
Caponata	/m/0267c6g	Italian			
Cottage pie	/m/02j_51		Ground beef		
Ciauscolo	/m/02668rj	Italian			
Barbajuan	/m/025v5gs	French			
Hefekranz	/m/027cbk8	German			
Elote	/m/02qsq_1	Mexican			
Toaster Strudel	/m/0fd2tg			Breakfast	
Beverly	/m/06qcdn	Italian			
Sinigang	/m/06w6c0	Filipino		Soup	
Songpyeon	/m/06zpwc	Korean			
Braciole	/m/0730mw	Italian			
Bird's nest soup	/m/02gs4w	Cuisine of Hong Kong	Bird's Nest		
Fuet	/m/020lsx	Spanish Cuisine			
Nasi campur	/m/0284d_b	Indonesian	Meat,Rice		
Pares	/m/02p2_l5	Filipino			
Sevai	/m/02ps3tp	Indian cuisine			
Quinto quarto	/m/027436c	Italian			
Bagels	/m/01z1str				
Anelli	/m/09g8706	Italian			
Oriya cuisine	/m/09lnsq	Indian cuisine			
Arroz Caldo	/m/04gpf1g	Filipino	Rice,Chicken meat	Soup	
Rigo Jancsi	/m/04jdnw1	Hungarian			
Struffoli	/m/04lcll8	Italian			
Carob chip	/m/03cznlm				
Tonis Puri	/m/03ykmsj	Turkish			
Bombay mix	/m/04kq01	Indian cuisine			
Chilorio	/m/02pvp89	Mexican			
Crudo	/m/02vvftv	Italian			
Cream puff	/m/033nb2	French			
Edinburgh Rock	/m/02r5fyn	Scottish cuisine	Water,Sugar,cream of tartar	Candy	
Mojette beans	/m/02rbb1j	French			
Chicken marsala	/m/02pxbny	Italian			Emeril Lagasse Chicken Marsala
Konfyt	/m/025tbd6				
Rumbledethumps	/m/0273dg4	Scottish cuisine	Potato,Onion,Cabbage		
Tinto de verano	/m/0btbr0		Red Wine,La Casera		
Garland chrysanthemum	/m/0cdjgl	Cuisine of Hong Kong			
Kamameshi	/m/0gzsgr	Japanese Cuisine			
Jack Rose	/m/0h50lv		Applejack,Grenadine,Lemon,Lime Juice		
Puerto Rican Chinese cuisine	/m/0hzrd0s				
Gota	/m/0b2_b4	Indian cuisine			
Bregenwurst	/m/08yl24	German	Pork,Pork belly	Sausage	
Apas	/m/0dh5wk	Filipino			
Kensington Court Special	/m/0h2m_t		Vodka,Lime Juice,Passion Fruit Juice,Apricot brandy		
Jachnun	/m/0dt0yv	Jewish cuisine			
Mae-un Tang	/m/0bhtpc	Korean			
Doughnut	/m/0jy4k				
Carpaccio	/m/01fd94	Italian			
Spanakopita	/m/019ldr	Greek	Spinach		
Gefilte fish	/m/01rk9j	Jewish cuisine	Fish,Egg		
Singapore Sling	/m/022fks		Benedictine,Lemon juice,Gin,Heering Cherry Liqueur,Grenadine,Angostura bitters,Cointreau,Pineapple	Cocktail	
Sundubu jjigae	/m/03crf92	Korean			
Tekkadon	/m/025z9h8	Japanese Cuisine			
Patrode	/m/02r6x9m	Udupi cuisine,Indian cuisine			
Bakpia Pathok	/m/02r709k	Indonesian			
Brustolina	/m/0288347	Italian			
Dominostein	/m/03cn12g	German			
Poon choi	/m/02gqls	Cuisine of Hong Kong			
Beer can Chicken	/m/02rnd4l				
Cotton candy	/m/02jq33		Corn syrup	Street food	
Yufka	/m/026b5nm	Turkish			
Liquorice allsorts	/m/04zn60				
Egg foo young	/m/04vk5_	American Chinese cuisine			
Moonwalk	/m/05n8zpn		Grand Marnier,Grapefruit juice,Rosewater		
Kaiseki	/m/040cm2	Japanese Cuisine			
Fish House Punch	/m/03cxstx		Sugar,Lemon juice,Cognac,Water,Peach Brandy,Jamaican Amber Rum		
Shami kebab	/m/0bt6cg	Indian cuisine			
Takikomi gohan	/m/0gzs81	Japanese Cuisine			
Botamochi	/m/0gwdrw	Japanese Cuisine			
Chilaquiles	/m/0m4z8	Mexican			
Yeung Chow Fried Rice	/m/0bbsy8				
Bicerin	/m/08drwz	Italian			
Adobo	/m/04ljg5	Filipino			
Polish Martini	/m/05n7nqq		Żubrówka,Apple juice,Honey Liqueur		
Widow's Cork	/m/05n810k		Amaretto,Jameson Irish Whiskey		
Confiture de lait	/m/0b2mw2	French			
Soki	/m/0b9_75	Japanese Cuisine			
Cocadas	/m/0bbx1tk				
Turtle soup	/m/0bxmfd				
Cozido à portuguesa	/m/0g9q69	Mexican,Spanish Cuisine			
Sugar plum	/m/08_7p7				
Brochette	/m/04t8p9	French			
Matador	/m/04gmlfh		Pineapple Juice,Tequila,Lime Juice		
Soused hog's face	/m/04kpxtm				
Mantou	/m/03m_8_	Chinese	Yeast,Wheat flour	Bread	
Link Up	/m/05n7n7z		Vodka,Lime Juice,Southern Comfort		
Sufganiyah	/m/05v2t3	Jewish cuisine		Dessert	
Bánh bao	/m/069dmg	Vietnamese			
Common Market	/m/05n930_		Carpano,Orange Curacao,Sloe gin,Elixir d’Anu,Coffee liqueur,Schlichte,Dry White Wine,Noilly Prat,Cherry Brandy		
Flaming La Cucaracha Bomb	/m/063k0j6		Coffee liqueur,Tequila,Beer		
AirHeads	/m/05v6wv				
Caribou Lou	/m/05n4f_x		Pineapple Juice,Bacardi 151,Malibu Rum		
Roti prata	/m/05c353	Singaporean cuisine			
Tandoori chicken	/m/037p63				
Griddle scone	/m/02qfjt5				
Nopalito	/m/025s71b	Mexican			
Cockle	/m/027rgy	Welsh cuisine			
Almond jelly	/m/027w7rt	Singaporean cuisine,Cuisine of Hong Kong			
Pajeon	/m/026r6ly	Korean			
Cajeta	/m/06j8mw	Mexican	Sugar,Milk	Dessert	
Rob Roy cocktail	/m/06lyj		Scotch whisky,Sweet Vermouth,Angostura bitters		
Ugali	/m/06j7tx				
Jenny Lind Soup	/m/063k5l			Soup	
Arancini	/m/0705rn	Italian			
Cecina	/m/09ynbl	Mexican,Spanish Cuisine			
Dal biji	/m/09yk41	Indian cuisine			
Cape Cod	/m/05n6llv		Cranberry,Vodka		
Quick Fuck	/m/05722ly		Midori liqueur,Baileys Irish Cream	Cocktail,Shooter,Drink	
Lorraine	/m/05n2tq7		Lillet,Gin,Grand Marnier		
Savoy Corpse Reviver	/m/0h4cg_		Brandy,Fernet Branca,Crème de menthe		
Fiori	/m/0gmk33	Italian			
Tzatziki	/m/0hpf8	Greek			
The Blenheim	/m/0h2n9v		Brandy,Yellow Chartreuse,Orange juice,Lillet,Dubonnet		
Inri appam	/m/02qfk34	Indian cuisine			
Cha chaan teng	/m/02qjd4	Cuisine of Hong Kong			
Bouillabaisse	/m/039v41	French	Fish		
Instant noodles	/m/025tm_k	Japanese Cuisine			
Frangollo	/m/02rl1d3	Spanish Cuisine			
Eetch	/m/02rvz37	Armenian			
Zwieback	/m/0265r2	German			
Kalguksu	/m/02z80b4	Korean			
Macuá	/m/02pxdj8		Sugar,Lemon juice,White Rum,Guava juice		
Gyros	/m/01y28g	Greek	Lamb		
Scotch egg	/m/02267k	Scottish cuisine	Boiled eggs		
Roti canai	/m/02377q	Nepalese cuisine,Indian cuisine		Flatbread	
Pancit estacion	/m/0fgdxd	Filipino			
Baklava	/m/0g07j	Armenian,Jewish cuisine,Greek,Lebanese			
Gin pahit	/m/04sfyx		Gin,Angostura bitters		
Gobstopper	/m/03sbl4				
Osteria	/m/07s4tmw	Italian			
Italian soda	/m/07kcz9	Italian			
Spezi	/m/0354_j	German			
Cotechino Modena	/m/02q_f2f	Italian			
Mangalorean Bangude Masala	/m/03c_gg7	Indian cuisine			
Buccellato	/m/02zck1	Italian			
Brési	/m/02r03s1	French			
Almond biscuit	/m/02q6zmg	Cuisine of Hong Kong			
Pinikpikan	/m/02y_z16	Filipino			
Imoni	/m/02691gy	Japanese Cuisine			
Huevos motuleños	/m/029hvt	Mexican			
Mixote	/m/02x58_l	Mexican			
Hanabiramochi	/m/02h1qq	Japanese Cuisine			
Checca sauce	/m/03c756s	Italian			
Avgolemono	/m/02zl7n	Greek,Turkish			
Mongolian barbecue	/m/02q_9vk				
Leftovers	/m/02p74bx				
Kiritanpo	/m/027qhq6	Japanese Cuisine			
Saimin	/m/033t__				
Pickled egg	/m/02p7syk		Boiled eggs		
Frozen yogurt	/m/020b3f				
Nabemono	/m/012xb8	Japanese Cuisine			
Mechado	/m/06whl2	Filipino			
Machaca	/m/06j70w	Mexican			
Court bouillon	/m/070lt0	French	Water,Table salt	Stew,Broth	
Torta	/m/06mnj7	Mexican,Filipino			
Flaming Volcano	/m/0462y1s		Light rum,Orange juice,Lemon juice,Bacardi 151,Brandy,Almond flavored syrup		
Béchamel sauce	/m/037tgn		Roux		
Makunouchi	/m/03wtgv	Japanese Cuisine			
Pumpernickel	/m/03cyls	German		Bread	
Jeon	/m/03nx2lq	Korean			
Florentine Biscuit	/m/0413hrl	Italian			
Calabaza	/m/03lnzv	Mexican,Filipino			
Ochazuke	/m/0l20k	Japanese Cuisine			
Long Island Iced Tea	/m/014hvd		Lemon juice,Tequila,White Rum,Triple sec,Gomme syrup,Vodka,Coca-Cola,Gin		
Danish pastry	/m/018sbr			Breakfast,Pastry	
Rocky road	/m/03m3q7q		Chocolate		
Kinpira	/m/04kn3j	Japanese Cuisine			
Hadia	/m/047rc9s	Indian cuisine			
Candy apple	/m/048lks				
Fra diavolo	/m/03mc6t6	Italian			
Gai yang	/m/03l441				
Sushi	/m/07030	Japanese Cuisine	Escolar,Fish,Rice,Seaweed		
Doogh	/m/07nfzf	Armenian			
Tinola	/m/06wh7_	Filipino			
Gremolata	/m/07l2x3	Italian			
Rubaboo	/m/0g5ztc				
Steak au poivre	/m/0clh9v	French			
Kachori	/m/0cjjmn	Indian cuisine			
Geplak	/m/0d0vjn				
Grattachecca	/m/02w_fpt	Italian			
Mirchi ka salan	/m/03csnlt	Indian cuisine			
Belekoy	/m/02x0sw5	Filipino			
Pepper steak	/m/03bxtps				
Aam papad	/m/03c7p2y	Indian cuisine			
Wedding soup	/m/02m7f0				
Baked potato	/m/039blp	Turkish			
Gozinaki	/m/04147s7				
Scouse	/m/04r2l1	Welsh cuisine,British Cuisine			
Rambak petis	/m/04bx2_	Indonesian			
Teewurst	/m/04n622	German	Pork,Beef,Bacon	Sausage	
Halwa Poori	/m/04gw61j				
Jack and coke	/m/0gmhfn		Jack Daniel's,Coca-Cola		
Confit byaldi	/m/02wz17q	French,Turkish			
Anju	/m/0263y68	Korean			
Fudge	/m/02wryl				
Bukayo	/m/02x0sxk	Filipino			
Blackberry pie	/m/0cmpmf				
Rasam	/m/078n1s	Indian cuisine,Udupi cuisine	Curry Tree		
Brass Monkey	/m/070vpw		Dark Rum,Orange juice,Vodka		
Cugat Congo	/m/05t20dq		Lime Juice,White Rum,Absinthe,Grenadine		
Duncan MacLeod	/m/05n4w14		Sake,Scotch whisky,Coca-Cola		
Wolfram	/m/05n3dvc		Gin,Wolfschmidt Kummel,Lemon juice,Dry Vermouth	Drink,Cocktail	
The Last Word	/m/05n1mlm		Lime Juice,Chartreuse,Gin,Maraschino		
Black Cossack	/m/05n6kjg		Vodka,Rum,Guinness		
Tres leches cake	/m/05bdd4	Mexican			
Baozi	/m/0659_7	Chinese			
Nikujaga	/m/0851_g	Japanese Cuisine			
La Cucaracha	/m/063dl12		Tequila,Coffee liqueur	Drink	
Ectoplasm	/m/05n6m9h		Vodka,Cream,Nutmeg,Rum,Lemon juice		
Apfelschorle	/m/052y8j	German			
Acqua pazza	/m/05f65_q	Italian			
Kir Royale	/m/05n8zkb		Crème de Cassis,Champagne		
Mancha manteles	/m/0gqnq8	Mexican			
Hapanvelli	/m/0crf8ts				
Yorsh	/m/0cmtlx		Beer,Vodka		
Bungeoppang	/m/0f04q0	Korean			
Carbomb	/m/0dfv36		Irish Cream,Irish whiskey,Stout		
Bresaola	/m/04377b	Italian			
Shimotsukare	/m/03qcm6c	Japanese Cuisine			
Banana roll	/m/03wfhhq	Cuisine of Hong Kong			
Corned beef pie	/m/04jbw9				
Quince dessert	/m/03d57vw	Turkish			
Palitaw	/m/03m84qy	Filipino			
Brandy Sour	/m/03cmbt2		Cyprus Brandy,Lemonade,Soda water,Cypriot lemon squash,Bitters		
Circus Peanuts	/m/07cr3g				
Minestrone	/m/052q5	Italian	Tomato,Bean,Pasta,Parmigiano Reggiano	Soup	
Greyhound	/m/05n6mpy		Vodka,Carbonated water,Grapefruit juice		
Kolak	/m/08d49t	Indonesian			
Pekmez	/m/07l9_f	Turkish			
Malawach	/m/0g7zz1	Jewish cuisine			
Paper wrapped cake	/m/02q6t87	Cuisine of Hong Kong			
Bánh rán	/m/02rt86j	Vietnamese			
BK grilled chicken sandwiches	/m/026kcv4				
Oatmeal-Raisin Cookies	/m/05yr0_d	American	Oatmeal,Raisin	cookie	Jeff's Oatmeal-Raisin Cookies
Mofletta	/m/05sxlfz				
Four Score	/m/05n1g8r		Yellow Chartreuse,Brandy,Lillet		
Corned Beef and cabbage	/m/05lv45q		Corned beef		
Teh Talua	/m/04r387	Indonesian,Padang food			
Kuih	/m/05cq63	Malaysian			
Meibutsu	/m/0frxjc	Japanese Cuisine			
Milkshake	/m/01k17j				
Tartare	/m/0534gm				
General Sherman	/m/05n7z6r		Tabasco pepper,Southern Comfort		
Ice kachang	/m/05cpp4	Singaporean cuisine			
Spiced rice	/m/027sjkl	Udupi cuisine			
Tsukudani	/m/026kn08	Japanese Cuisine			
Kalakukko	/m/03097t				
Prawn ball	/m/02qd07p	Chinese			
Casunziei	/m/07s4mc2	Italian			
Egg drop soup	/m/08d531	Japanese Cuisine,French			
Sausage roll	/m/018_zj			Pastry	
Fried chicken	/m/01px4b		Chicken meat		
Chicken Croquettes	/m/0c1lc4c				
Tinutuan	/m/0bs1yfr				
Noppe	/m/0d6_ns	Japanese Cuisine			
Cholo Kabab	/m/0gyjgfh	Persian	Onion,Beef,Lamb	Barbecue	
Chasseur	/m/02z0kzy	French			
Chiboust cream	/m/02qqpxj	French			
Bakewell tart	/m/03bkq8	British Cuisine	Egg,Almond	Dessert	
Steamed meatball	/m/02r_mzw	Cuisine of Hong Kong			
Ddeokbokki	/m/026spzd	Korean			
BK Crown Jewels line	/m/02rpb87				
Kinampay	/m/026r8sq	Filipino			
Omurice	/m/09fmx9	Japanese Cuisine			
Saang mein	/m/03c8f8k	Cuisine of Hong Kong			
Perico	/m/03cmfx4				
Cuisine minceur	/m/02x7yqw	French			
Turkish coffee	/m/02fw59	Armenian			
Jokbal	/m/03bycmd				
Frutti di Bosco	/m/03ct2_8	Italian			
Weet-Bix	/m/02cgkx	New Zealand cuisine,Australian			
Bopis	/m/02p0xd4	Filipino			
Incredible hulk	/m/0276cr0		Hpnotiq,Cognac		
Lupis	/m/02rk6ps	Indonesian			
Ashure	/m/027z23_	Turkish			
Matzo farfel granola	/m/0cp9ys				
Galaktoboureko	/m/07n9pt	Greek			
Fried calamari	/m/0879r3	Spanish Cuisine,Italian,Turkish	Squid	Seafood	
Mango pudding	/m/0by70h	Singaporean cuisine,Cuisine of Hong Kong			
Chawanmushi	/m/08fyx1	Japanese Cuisine			
Sofrito	/m/0848hd	Spanish Cuisine			
Ainu cuisine	/m/084b1v	Japanese Cuisine			
