name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Wychwood Old Devil	/m/04dqts6			4.7					Wychwood Brewery		United Kingdom	/m/04dr1mr
Burton Bridge Santa's Porter	/m/04dqhk_			4.5					Burton Bridge Brewery		United Kingdom	/m/04dr562
Estrella Galicia	/m/04dqhx8			5.0					Estrella Galicia		Spain	
Cairngorm Stag	/m/04dqsvg			4.1					Cairngorm		United Kingdom	/m/04dr4wt
Freedom Soho Red	/m/04dqkv8			4.4					Freedom		United Kingdom	/m/04dr1g_
Molson Calgary Beer	/m/04dqs8r			5.0					Molson		Canada	/m/04dqxnm
Aldaris Zelta Gold	/m/04dqhyt			5.2					Aldaris		Latvia	/m/04dr6vl
Huyghe Florisgaarden Fraises	/m/04dqktv			3.0					Huyghe Brewery		Belgium	/m/04dqzsm
Spinnakers' Honey Pale Ale	/m/04dqj5x			4.7					Spinnakers Brewery		Canada	/m/04dr1jw
Sinebrychoff Kaura	/m/04dqs76			4.5					Sinebrychoff		Finland	/m/04dr6l2
Sterkens St Paul Triple	/m/04dqr01			7.6					Sterkens		Belgium	/m/04dr0c3
High Falls Brewing Co. JW Dundee's Porter	/m/04dqbcg			6.5					High Falls Brewing Company		United States of America	/m/04dr0sr
Museum Brewing Wulfric	/m/04dqc45			5.5					Museum Brewing		United Kingdom	/m/04dr75b
Scheldebrouwerij Strandgaper	/m/04dqqjz			6.2					Scheldebrouwerij		Netherlands	/m/04dr5bz
Caledonian Brewery Golden Promise Organic Ale	/m/04dqc5q			5.0					Caledonian Brewery		United Kingdom	/m/04dr01h
Brauerei Lübz Lübzer Urkraft	/m/04dqk4d			6.0					Brauerei Lübz		Germany	/m/04dr64g
Hartwall Roggenbier	/m/04dqcyb			4.5					Hartwall		Finland	/m/04dr752
Timmermans Kriek	/m/04dqjf9			5.0					Timmermans		Belgium	/m/04dr077
Bosteels Pauwel Kwak	/m/04dqd6z			8.0					Brewery Bosteels		Belgium	/m/04dr3pn
Ballard's Foxy	/m/04dqdp5			9.3					Ballard's		United Kingdom	/m/04dr10w
Belize Brewing Co. Belikin Beer	/m/04dqdqq			4.5					Belize Brewing Co.		Belize	/m/04dqxcm
Whitstable Brewery Wheat Beer	/m/04dqkwt			5.2					Whitstable Brewery		United Kingdom	/m/04dr24c
Vale Black Beauty Porter	/m/04dqf0s			4.3					Vale		United Kingdom	/m/04dqydc
Carlsberg-Tetley Sainsbury's Parkin's Special Bitter	/m/04dqwlv			4.0					Carlsberg		United Kingdom	/m/04dr3m4
Dark Star Sunburst	/m/04dqlpd			4.8					Dark Star		United Kingdom	/m/04dqzgh
Kloster Andechs Andechser Doppelbock Dunkel	/m/04dqvtg			7.1					Kloster Andechs		Germany	/m/04dr2g_
La Trappe Tripel (Schaapskooi)	/m/04dqvlg			8.0					La Trappe		Netherlands	/m/04dr05w
Cropton Two Pints	/m/04dqtlr			4.0					Cropton Brewery		United Kingdom	/m/04dr380
Brasserie du Mont Blanc Blond du Mont Blanc	/m/04dqtk6			5.8					Brasserie du Mont Blanc		France	/m/04dr51y
St. Austell Hicks Strong Ale	/m/04dqstc			5.0					St Austell Brewery		United Kingdom	/m/04dr21m
Isle of Skye Hebridean Gold	/m/04dqb5b			4.3					Isle of Skye		United Kingdom	/m/04dr3gs
Casta (Especialidades Cerveceras) Bruna	/m/04dqs_q			5.5					Casta (Especialidades Cerveceras)		Mexico	/m/04dr706
Pelforth Blonde	/m/04dqrz7			5.8					Pelforth		France	/m/04dq_2c
BGI Lager Beer	/m/04dqr8c			4.5					BGI		Vietnam	/m/04dr73q
St Rieul Biere Blonde sur Lie	/m/04dqr2g			5.5					St Rieul		France	/m/04dr0vh
Tui Brewery East India Pale Ale	/m/04dqqzj			4.0					Tui Brewery		New Zealand	/m/04dq_km
Black Isle Golden Eye	/m/04dqpgm			4.0					Black Isle Brewery		United Kingdom	/m/04dqzmc
Ales of Kent Smugglers Glory	/m/04dqpc3			4.8					Ales of Kent		United Kingdom	/m/04dr505
Fischer Adelscott	/m/04dqngx			6.6					Fischer		France	/m/04dr6y6
Fuller's Mr. Harry	/m/04dqmcq			4.8					Fuller's		United Kingdom	/m/04dr1mc
Spaten Franziskaner Hefe-Weissbier Dunkel	/m/04dqmb5			5.0					Spaten Brewery		Germany	/m/04dr0rc
Fuller's Chiswick Bitter	/m/04dqbw6			3.5					Fuller's		United Kingdom	/m/04dr4j0
Arkell's 2M Millennium Celebration Ale	/m/04dqm92			5.5					Arkell's Brewery		United Kingdom	/m/04dq_b7
Baltika Dark	/m/04dqklv			5.6					Baltika Brewery		Russia	/m/04dqz83
Chiltern Brewery John Hampden's Ale	/m/04dqbxr			4.8					Chiltern Brewery		United Kingdom	/m/04dr0s3
Ridna Marka Pshenychne Weissbier Etalon	/m/04dqhqt			5.0					Ridna Marka		Ukraine	/m/04dr3nd
Traquair Bear Ale	/m/04dqhp8			5.0					Traquair		United Kingdom	/m/04dr58b
Kronenbourg Premier Cru	/m/04dqhnv			6.0					Kronenbourg		France	/m/04dqyz_
Cesu Light	/m/04dqggq			3.5					Cesu		Latvia	/m/04dr60b
Daleside Brewery Chocolate Stout	/m/04dqgf5			4.0					Daleside Brewery		United Kingdom	/m/04dr6vz
Orgemont Blonde	/m/04dqcqb			6.0					Orgemont		France	/m/04dqxww
Carling	/m/03sf2w								Carling			
Hotteterre Blonde	/m/04dqnx0			5.3					Hotteterre		France	/m/04dr53t
Shiner Bock	/m/02hv3gc	Dark American Lager		4.4			13.0		Spoetzl Brewery	15		
Burntwood Bitter	/m/0djv0rj	Special/Best/Premium Bitter							Mighty Oak Brewery			
Petra Bock	/m/0djhmn4	Bock		6.2								
Dark Star Porter	/m/0dl8hkj			5.5					Dark Star			
Otley O-Garden	/m/0djz9_d	Wheat beer							Otley Brewing Company Limited			
Hydes Golden Brown	/m/0dlfhsr	Summer ale		4.4					Hydes			
Fire Rock Pale Ale	/m/0dl74lz								Kona Brewing Company			
Grainstore Rutland Panther	/m/0djzbjw								Grainstore			
Early Bird Spring Hop Ale	/m/0cbn6p											
Howard Town Brewery Dinting Arches	/m/0dlfhr0			4.5					Howard Town Brewery			
Traffic Jam India Pale Ale	/m/0n1xtfm	India Pale Ale		6.0					Traffic Jam and Snug			
New Holland Nutty Dutchman	/m/0n1v6vq								New Holland Brewing Company			
Castle Rock Preservation Fine Ale	/m/0dl8hcg	Bitter		4.4					Castle Rock Brewery			
Dark Horse Scotty Karate Scotch Ale	/m/0mtzlzp	Scotch ale		9.75					Dark Horse Brewing Co.			/m/0mt_3nl,/m/0mt_3n8,/m/0mt_3nr
New Holland Mutinous Battle Chai Ale	/m/0n1v6vx								New Holland Brewing Company			
New Holland Existential	/m/0n1v7h0								New Holland Brewing Company			
Darwin Brewery Saint's Sinner	/m/0dl8hqy			5.0					Darwin Brewery			
Otley O-Ho-Ho	/m/0djz9_w	Christmas Ale							Otley Brewing Company Limited			
Miller Genuine Draft	/m/02hv39w											
Bellarine Bitter	/m/0gfs8h0								Bellarine Brewing Company			
Sink The Bismarck!	/m/0b68kkx		2010	41.0					BrewDog			
Larkins Porter	/m/0cj1hp4								Larkins		Kent	
Molson Canadian	/m/02sjr23	Lager		5.2								
Fuller's London Porter	/m/02hv37c	Robust Porter							Fuller's			
Dark Star EPA	/m/0dl8hj0			4.5					Dark Star			
Abbey Ales White Friar	/m/0djv0xh	Bitter							Abbey Ales Brewery			
Dark Star Best Bitter	/m/0dl8hhn			4.0					Dark Star			
Maiden The Shade	/m/0dlw1b1								Ninkasi Brewing			
Evan Evans  Cwrw	/m/0dkfs7g								Evan Evans Brewery			
Wem Brewing Company Drawwell Bitter	/m/0dlfhmx								Wem Brewing Company			
Red Hook ESB	/m/02hv3bv	Extra Special/Strong Bitter							Redhook Ale Brewery			
Foster's Lager	/m/030cj	Pale lager							Foster's Group		Australia	
Wild Goose IPA	/m/02hv3g6	India Pale Ale							Frederick Brewing Company			
Damm Estrella	/m/04dqwk2			5.4					Damm		Spain	/m/04dqzvw
Meantime Sainsbury's Taste the Difference Kölsch Style Lager	/m/04dqt9s			5.0					Meantime Brewing		United Kingdom	/m/04dr398
St Peter's Organic Best Bitter	/m/04dqttj			4.7					St Peter's		United Kingdom	/m/04dr6kl
Swale Whitstable Oyster Stout	/m/04dqd0v			4.5					Swale		United Kingdom	/m/04dr0pw
Everard's Tiger Best Bitter	/m/04dqj5p			4.5					Everards		United Kingdom	/m/04dq_6r
Moorhouse's Pendle Witches Brew	/m/04dqd56			5.1					Moorhouse's Brewery		United Kingdom	/m/04dr1hh
Copper Dragon Scotts 1816	/m/04dqh__	Bitter		4.1					Copper Dragon Brewery		United Kingdom	/m/04dr5cq
Brasserie L'Audomaroise Bière des Cossettes	/m/04dqlw9			5.9					Brasserie L'Audomaroise		France	/m/04dr74l
Usher's Mann's Original Brown Ale	/m/04d2v5_											
Salopian Brewing Company Golden Thread Golden Ale	/m/04dqv9h			5.0					Salopian Brewing Company		United Kingdom	/m/04dr42n
Bayer-Bräu Schwarzes Röslein	/m/04dqs8j			4.6					Bayer-Bräu		Germany	/m/04dr56z
Hook Norton Bitter	/m/04dqs12			3.3					/m/04drbw8		United Kingdom	/m/04dr480
Pacific Western Brewing Company Dude	/m/04dqgrg			5.0					Pacific Western Brewing Company		Canada	/m/04dr6jb
Iceni Norfolk Lager	/m/04dqk9w			5.0					Iceni		United Kingdom	/m/04dr66b
Ward's Classic Yorkshire Ale	/m/04dqg1t			5.0					Ward's		United Kingdom	/m/04dq_fr
Alpirsbacher Klosterbrau Pils	/m/04dqqjr			4.9					Alpirsbacher		Germany	/m/04dr3_s
Samuel Adams Millennium	/m/04dqmng			20.0					Boston Beer Company		United States of America	/m/04dr1q_
Worfield Dabley Ale	/m/04dqd6r			3.8					Worfield		United Kingdom	
Meantime Meridian Lager	/m/04dqkbz			4.7					Meantime Brewing		United Kingdom	/m/04dr3d8
Hartington Bitter	/m/04dqhyl			4.0					Hartington		United Kingdom	/m/04dqzh3
James Squire Golden Ale	/m/046vjxy	Golden ale		4.5					James Squire,Malt Shovel Brewery		Australia	/m/04dqyc_
Les Trois Brasseurs Ambrée	/m/04dqprc			6.2					Les Trois Brasseurs		France	/m/04dr6kg
Faxe Premium	/m/04dqnrn			5.0					Faxe Brewery		Denmark	/m/04dr3ns
Grolsch Zomergoud	/m/04dqw39			5.0					Grolsch Brewery		Netherlands	/m/04dr5zg
Hogs Back Brewster's Bundle	/m/04dqt87			7.4					Hogs Back Brewery		United Kingdom	/m/04dr2lm
Barefoot Mellow Yellow	/m/04dqdzc			3.8					Barefoot		United Kingdom	
Hampshire Brewery Ironside Best	/m/04dqhdz			4.2					Hampshire Brewery		United Kingdom	/m/04dr01_
Nøgne Ø Porter	/m/04dqks2			7.0					Nøgne Ø		Norway	/m/04dr6r6
Aviemore Ruthven Brew	/m/04dqjgm			4.0					Aviemore		United Kingdom	/m/04dr64q
King & Barnes Faygate Dragon	/m/04dqg08			4.7					King & Barnes		United Kingdom	/m/04dr1f_
Hampshire Brewery Uncle Sam	/m/04dqtwh			5.0					Hampshire Brewery		United Kingdom	/m/04dr3ks
Zagorka Original Lager	/m/04dqf0k	Lager		5.0					Zagorka		Bulgaria	/m/04dq_5c
La Choulette Ambrée	/m/04dqfyw			7.5					La Choulette		France	/m/04dr0ym
Columbia Brewery Kootenay Mountain Ale	/m/04dqv3l			5.5					Columbia Brewery		Canada	/m/04dqy7r
Erzquell Brauerei Bielstein Zunft Kölsch	/m/04dq9hx			4.6					Erzquell Brauerei Bielstein		Germany	/m/04dr053
Schmucker Doppel-Bock Dunkel	/m/04dq9y0			8.0					Schmucker		Germany	/m/04dqysw
Mansfield Brewery Premium Strength Millennium Ale	/m/04dqj44			8.5					Mansfield Brewery		United Kingdom	/m/04dr0zr
Carib Royal Extra 'The Lion Stout'	/m/04dqcdh			6.6					Carib		Trinidad and Tobago	/m/04dqxn7
Shepherd Neame 1999 Vintage Christmas Ale	/m/04dqkwl			6.5					Shepherd Neame		United Kingdom	/m/04dq_dc
Elgood's Fenman Pale Ale	/m/04dqnn4			3.6					Elgood's		United Kingdom	/m/04dr3f8
Frank Boon Framboise	/m/04dqf6g			5.0					Boon Brewery		Belgium	/m/04dr50k
Tongerlo Tripel Blond	/m/04dqt3w			8.0					Tongerlo		Belgium	/m/04dqxp7
Adnams Suffolk Strong Ale	/m/04dqhdr			4.5					Adnams Brewery		United Kingdom	/m/04dr37s,/m/04dr0ph
Okocim Zagloba	/m/04dq9kn			5.7					Okocim		Poland	/m/04dqxdr
Cardinal Best Lager	/m/04dq9hp			4.8					Cardinal Brewery		Switzerland	/m/04dr1_3
Unibroue Maudite	/m/04dqt23			8.0					Unibroue		Canada	/m/04dr2mh
Frank Boon Winter	/m/04dqg1l			5.0					Boon Brewery		Belgium	/m/04dr00c
Meantime Mash Beer	/m/04dqvbc			4.8					Meantime Brewing		United Kingdom	/m/04dr0sh
Prague Kisz Bier	/m/04dqdt_			5.2					Prague		Czech Republic	
Dutch Export Breweries Amsterdam Mariner	/m/04dqp1h			4.8					Dutch Export Breweries		Netherlands	/m/04dr4t9
Batemans Summer Swallow	/m/04dqd6j			4.2					Batemans Brewery		United Kingdom	/m/04dr0v3
Arcense Bierbrouwerij Hertog Jan Dubbel	/m/04dqg7h			7.0					Arcense Bierbrouwerij		Netherlands	/m/04dq_zm
De Schans Dubbele Klap	/m/04dqgzx			7.5					De Schans		Netherlands	/m/04dqybr
Aass Classic	/m/04dqtbn			4.5					Aass Brewery		Norway	/m/04dqzd7
Delirium Nocturnum	/m/04dqnrf			9.0					Huyghe Brewery		Belgium	/m/04dqz3_
Pete's Wicked Winter Brew	/m/04dqpl_			5.1					Pete's Brewing Company		United States of America	/m/04dr3dn
Harvey's Tom Paine Premium Ale	/m/04dqlt3			5.5					Harveys Brewery		United Kingdom	/m/04dr6tq
Brasserie Lefèbvre Newton Apple Beer	/m/04dq9g4			3.5					Brasserie Lefèbvre		Belgium	/m/04dr70b
Kronenbourg La Réserve de Maître Kanter	/m/04dqt9k			6.1					Kronenbourg		France	/m/04dr2k7
Belhaven Rebel Prince (for Asda)	/m/04dqpy8			5.0					Belhaven Brewery		United Kingdom	/m/04dqz2m
Springhead Roundhead's Gold	/m/04dqn07			4.4					Springhead		United Kingdom	/m/04dq_1m
Kamloops Brewery Black Bear Ale	/m/04dqkbr			5.0					Kamloops Brewery		Canada	/m/04dqyn_
Bavaria Hollandia	/m/04d2v68											
Ringwood Old Thumper	/m/04dqpzt			5.6					Ringwood Brewery		United Kingdom	/m/04dr73l
Fuller's Jack Frost	/m/04dqlxm			4.5					Fuller's		United Kingdom	/m/04dqyj3
St. Austell Clouded Yellow	/m/04dqqjj			5.0					St Austell Brewery		United Kingdom	/m/04dr0yc
Wild Goose Oatmeal Stout	/m/04dqk83			6.4					Wild Goose		United States of America	/m/04dr3rn
Cottage Brewing Company Norman's Conquest Extra Strong Ale	/m/04dqqsd			7.0					Cottage Brewing Company		United Kingdom	/m/04dr1sr
Teme Valley Wotever Next?	/m/04dqrj7			5.0					Teme Valley		United Kingdom	/m/04dr5wg
Porterhouse Wrasslers XXXX Stout	/m/04dqbnn			5.0					The Porterhouse Brewing Company		Ireland	/m/04dq_h_
Sulwath The Black Galloway	/m/04dqfx3			4.4					Sulwath		United Kingdom	/m/04dqzwc
Herforder Pils	/m/04dqjdg			4.8					Herforder		Germany	/m/04dqz8r
Williams Brothers Black	/m/04dqw4m			4.2					Williams Brothers		United Kingdom	/m/04dr4vf
High Falls Brewing Co. JW Dundee's American Amber Lager	/m/04dqh19			4.9					High Falls Brewing Company		United Kingdom	/m/04dqxq_
Beck & Co. Beck's Oktoberfest	/m/04dqn1s			5.0					Beck's		Germany	/m/04dr10m
Wadworth & Co. Old Timer	/m/04dqc8_			5.5					Wadworth Brewery		United Kingdom	/m/04dqyb_
Mendocino Brewery White Hawk Select India Pale Ale (original IPA)	/m/04dqjjc			7.0					Mendocino Brewing Company		Ireland	/m/04dqzj_
Bavaria 8.6	/m/04dqp7d			8.6					Bavaria		Netherlands	/m/04dq_j3
Van Steenberge Nounou/Augustijn	/m/04dqrks			4.8					Van Steenberge		Belgium	/m/04dqzn_
Mavericks Amber Ale	/m/063hm3h	Amber ale							Half Moon Bay Brewing Company			
Old Elk Brown Ale	/m/063wb2_	Brown ale							Walnut Brewery			
Lagunitas Imperial Stout	/m/05k6g1w	Imperial stout		8.2					Lagunitas Brewing Company			/m/05k6gyn
Long Barn ESB	/m/063jn04	Extra Special/Strong Bitter		4.2			33.0		Magnolia Gastropub and Brewery			
New World Wheat	/m/063hly4	Wheat beer							Tied-House Cafe & Brewery			
Cole Porter	/m/063jm_s	Porter		4.8			35.0		Magnolia Gastropub and Brewery			
Robson Street Hefeweizen	/m/05khjz3	Hefeweizen							Granville Island Brewing			
Polar Bear Lager	/m/063hm7s	Pilsener							Thirsty Bear Brewing Company			
Pillar Point Pale Ale	/m/063hm39	Pale ale							Half Moon Bay Brewing Company			
Hopcat Pel Kwint	/m/0n4y2tg								Hopcat			
Olde Peninsula Midnight Stout	/m/0n1xrck			5.25					Olde Peninsula Brewpub			
New Holland B.A.M.B.	/m/0n1v6vb								New Holland Brewing Company			
Kuhnhenn Nine	/m/0n4y3xn								Kuhnhenn Brewing Company			
Dragonmead Killer Bee	/m/0n4y0c_								Dragonmead			
New Holland Sour Hatter	/m/0n1v6gl								New Holland Brewing Company			
New Holland Barrel House	/m/0n1v2hc			6.0	15.2		38.0		New Holland Brewing Company			
Kuhnhenn Loonie Kuhnie	/m/0n4y3pf								Kuhnhenn Brewing Company			
Fort Street Up North	/m/0n4y2qz								Fort Street Brewery			
Hopcat Blambic	/m/0n4y2tx								Hopcat			
Southport  Golden Sands	/m/0dkfs6q								Southport Brewery			
Stoudt's Double IPA	/m/0dkb8p_	India Pale Ale		10.0								
Abbey Ales Bellringer	/m/0djv0wr	Bitter							Abbey Ales Brewery			
Dark Star Victorian Ruby Mild	/m/0dl8hl8			6.0					Dark Star			
Everards Sly Fox	/m/0dl8hsp			4.0					Everards			
Amber  Chocolate Orange Stout	/m/0dkfsd4								Amber Brewery			
Boelens Bieken	/m/04dqr0y			8.5					Boelens		Belgium	/m/04dr6yl
Yuengling Lord Chesterfield Ale	/m/040_q8k			5.4					D. G. Yuengling & Son		United States of America	
Acme California Pale Ale	/m/03xf5l6								North Coast Brewing Company			
Tooheys Gold Bitter	/m/03q4b1p								Tooheys			
Samuel Adams Cherry Wheat Beer	/m/04dqx5s			5.0					Boston Beer Company		United States of America	/m/04dr2nm
Měšťanský Pivovar Boheme 1795	/m/04dqx47			4.7					Měšťanský Pivovar		Czech Republic	/m/04dqykm
Obolon Zhigul	/m/04dqw00			4.5					Obolon CJSC		Ukraine	/m/04dr347
Monteith's Black	/m/04dqvjy			5.2					Monteith's		New Zealand	/m/04dqxc7
Bells Brewery Oberon	/m/04dqthg			5.0					Bells Brewery		United States of America	/m/04dr0p3
Oakleaf I Can't Believe It's Not Bitter	/m/04dqsq9			4.9					Oakleaf Brewery		United Kingdom	/m/04dr64v
Privatbrauerei Höss Weisser Hirsch Allgäuer Weizen	/m/04dqrql			5.2					Privatbrauerei Höss		Germany	/m/04dqzjw
Bartram's Captain's Stout	/m/04dqrm2			4.8					Bartram's		United Kingdom	/m/04dqyzh
Peja Birre e Pejes	/m/04dqr59			7.0					Peja		Kosovo	/m/04dqyw3
Liefmans Goudenband	/m/04dqq5l			8.0					Liefmans		Belgium	/m/04dqzqw
Firebrand Czech Lager	/m/04dqpcb			5.0					Firebrand		Czech Republic	/m/04dqzq3
Rogue Brutal Bitter	/m/04dqncm			6.5					Rogue Brewing		United States of America	/m/04dr5yq
Wickwar BOB Original (Brand Oak Bitter)	/m/04dqn32			4.0					Wickwar		United Kingdom	/m/04dr29m
De Proefbrouwerij Ronsischen tripel	/m/04dqmbd			8.0					De Proefbrouwerij		Belgium	/m/04dqygr
PrinceTown Jail Ale	/m/04dqlh8			4.8					PrinceTown		United Kingdom	/m/04dq__7
Nethergate Draught Best Bitter	/m/04dqkhk			3.7					Nethergate brewery		United Kingdom	/m/04dr0lc
Hofmann Dunkles Landbier	/m/04dqkd1			5.0					Hofmann		Germany	/m/04dr15h
Grand Ridge Brewery Gippsland Gold	/m/04dqh5p			4.9					Grand Ridge Brewery		Australia	/m/04dr4rp
Broadway Snake Dog India Pale Ale	/m/04dqh44			5.3					Broadway		United States of America	/m/04dr5kl
Hidden Brewery Treasure	/m/04dqgfd			4.8					Hidden Brewery		United Kingdom	/m/04dr71z
Bockor Jacobins Framboise Max	/m/04dqgcf			3.0					Bockor		Belgium	/m/04dqyc7
Rochefort 8	/m/04dqfmt			9.2					Rochefort Brewery		Belgium	/m/04dr4zy
Rebellion Red	/m/04dqfl8			4.5					Rebellion		United Kingdom	/m/04dr1ph
Ridgeway IPA	/m/04dqclv			5.5					Ridgeway		United Kingdom	/m/04dr65z
Redruth Brewery Cornish Rebellion	/m/04dqbtg			4.8					Redruth Brewery		United Kingdom	/m/04dr3jx
Robert Cain Cupid's Ale	/m/04dqbj1			5.0					Robert Cain		United Kingdom	/m/04dqz7r
Duff Dark	/m/04dqb3t			5.0					Daleside Brewery		United Kingdom	/m/04dq_2m
Okells Castletown Bitter	/m/04dq9qg			4.0					Okells		United Kingdom	
Bateman's Dark Mild	/m/04d2v65											
Bluemoon	/m/04c_3yb			6.5					Bluemoon Distillaries		Canada	
Skinner's Keel Over	/m/04dqb28			4.2					Skinner's Brewery		United Kingdom	/m/04dqxw7
Mount Pleasant Maple Ale	/m/0n4y4g5								Mount Pleasant Brewing Co			
Founder's Imperial Stout	/m/0lywmpq			10.5			90.0		Founders Brewing Company			
Cutters Monon Wheat	/m/0n4y003								Cutters Brewing Co			
Grizzly Peak Keller Festbier	/m/0n4xwk_								Grizzly Peak Brewing			
Royal Oak Snowdrift Winter Ale	/m/0n1vlrx								The Royal Oak Brewery			
New Holland Full Circle	/m/0n1pyd_	Kölsch		4.9					New Holland Brewing Company			/m/0n1pzb9,/m/0n1pzbg,/m/0n1pzbm
Mikkeller BrewDog Devine Rebel	/m/07xm6wp			12.5					BrewDog,Mikkeller			
Jolly Pumpkin Maracaibo Especial Special Brown Ale	/m/0lywm66								Jolly Pumpkin Artisan Ales			
Motor City Ale	/m/0n4y48l								Motor City Brewing Works			
Kuhnhenn Raspberry Panty Dropper	/m/0n4y3qy								Kuhnhenn Brewing Company			
Blue Tractor Sudworth Bock	/m/0n4xwt4								Blue Tractor BBQ & Brewery			
Robert Cain Threlfalls Blue Label Lager	/m/04d2v5b											
Scorpion Lager Beer	/m/04dqmhn			5.0					Scorpion Island Brewing Company		United Kingdom	/m/04dr083
Santa Fe Beer Factory Luna Llena	/m/04dq9v5			6.0					Santa Fe Beer Factory		Mexico	/m/04dq_4h
Mohan Meakins Godfather	/m/04dqjvf			7.0					Mohan Meakin Brewery		India	/m/04dq_1h
Yuengling Premium Beer	/m/040_q8y			4.4					D. G. Yuengling & Son		United States of America	
Miller Lite	/m/04747g	Lite American Lager	1967	4.2				United States of America	Miller Brewing			
Weltons Pride and Joy	/m/04dqr4f			2.8					Weltons Brewery		United Kingdom	
Tikka Gold	/m/04dqgh4			5.0					Tikka Beer		Belgium	/m/04dr60v,/m/04dr6s6
Saku Original	/m/04dqf_m			4.6					Saku Olletehas		Estonia	/m/04dr5c2
Du Bocq St Benoit Brune	/m/04dqtnq			6.3					Brasserie Du Bocq		Belgium	/m/04dr67g
Keltek Revenge	/m/04dqh_b			7.0					Keltek		United Kingdom	/m/04dr0xc
Ushers Best	/m/04dqdkp			3.8					Ushers		United Kingdom	/m/04dqz6h
Prignon Fantôme Pissenlit	/m/04dqmd4			6.0					Prignon		Belgium	/m/04dr74g
S.A. Breweries Castle Lager	/m/04dqdj4			5.0					S.A. Breweries		South Africa	/m/04dr07m
Cannery Brewing Company Skaha Bluffs Light Blonde Ale	/m/04dqnk9			4.0					Cannery Brewing Company		Canada	/m/04dr27m
Leffe Radieuse	/m/04dqq0_			8.2					Leffe		Belgium	/m/04dr1rc
Wychwood Three Lions Special Commemorative Ale	/m/04dqjyd			5.0					Wychwood Brewery		United Kingdom	/m/04dr716
Oud Beersel Oude Kriek Vieille	/m/04dqrwv			6.5					Oud Beersel		Belgium	/m/04dr63z
Frank Boon Geuze Mariage Parfait	/m/04dqljc			8.0					Boon Brewery		Belgium	/m/04dr5nq
Saint Arnold Amber Ale	/m/04dqd_x			5.5					Saint Arnold Brewing Company		United States of America	
Hindustan Bombay Beer	/m/04dqspf			4.9					Hindustan		India	/m/04dqzzw
Jennings CragRat	/m/04dqc2n			4.3					Jennings		United Kingdom	/m/04dqzfm
Arcobrau (Co-op) Wheat Beer	/m/04dqbzq			5.3					Arcobrau (Co-op)		Germany	/m/04dr18r
Heavyweight Brewing Co. Stickenjab Altbeer	/m/04dqkp7			6.4					Heavyweight Brewing Co.		United States of America	/m/04dqywc
Iceni Norvic Ale	/m/04dqhr7			4.4					Iceni		United Kingdom	/m/04dr1z7
Liefmans Glühkriek	/m/04dqtm5			6.0					Liefmans		Belgium	/m/04dr2s7
Labatt Ice	/m/04dq9wq			5.6					Labatt Brewing Company		United States of America	/m/04dr18w
Black Sheep Brewery Golden Sheep Pale Ale	/m/04dqby5	English Pale Ale		4.7					Black Sheep Brewery		United Kingdom	/m/04dr3dd
Thwaites Golden Jubilee Celebration Ale	/m/04dqhss			5.2					Thwaites Brewery		United Kingdom	/m/04dr0r7
Náchod Primátor Premium Náchod NV	/m/04dqkqs			5.0					Náchod		Czech Republic	/m/04dqz7w
Dupont Moinette Blonde	/m/04dqvnf			8.5					Dupont		Belgium	/m/04dr14c
