name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Jever Pilsener	/m/04dqsmg			4.9					Jever		Germany	/m/04dr4jx
R W Randall Vauxlaurens Brewery Cynful (Guernsey Mild)	/m/04dqq8w			3.5					R W Randall Vauxlaurens Brewery		United Kingdom	/m/04dqxnr
Van Eecke Het Kapittel Pater	/m/04dqrtw			6.0					Van Eecke		Belgium	/m/04dr1_r
Stingray	/m/04dqwft			4.5					Stingray Brewery		Cayman Islands	/m/04dr0z3
Museum Brewing Worthington's 1744	/m/04dqb1d			4.4					Museum Brewing		United Kingdom	/m/04dr2lh
Dogfish Head Raison D'Extra	/m/04dqldf			18.5					Dogfish Head Brewery		United States of America	/m/04dr6gz
Victory Brewing Co. Golden Monkey	/m/04dqdg5			9.5					Victory Brewing Company		United States of America	/m/04dqydr
Fort Garry Brewing Company Dark Ale	/m/04dqqr2			5.0					Fort Garry Brewing Company		Canada	/m/04dr17c
Robust Porter	/m/0gfs8kf								Bridge Road Brewers			
Remus	/m/0fpf0dz								Browar Amber			
Wychwood Scarecrow	/m/0j73g7p			4.7					Wychwood Brewery			/m/0j73g83
Moosehead Beer	/m/0f12qx										Canada	
Federbrau Beer	/m/0j6mf8b	Special/Best/Premium Bitter							Thai Beverages			
Founder's KBS	/m/0lywmpj			11.2			70.0		Founders Brewing Company			
New Holland Paleooza	/m/0n1v3n2	Pale ale		5.8					New Holland Brewing Company			
Royal Oak Solstice Star Winter Lager	/m/0n1vlrq								The Royal Oak Brewery			
New Holland Billy's Brown Ale	/m/0n1v6d4								New Holland Brewing Company			
New Holland Golden Cap	/m/0n1pyf5	Ale		6.25	16.0				New Holland Brewing Company			/m/0n1v2ps,/m/0n1v2pm,/m/0n1v2pz
Kuhnhenn Oatmeal Stout	/m/0n4y3st								Kuhnhenn Brewing Company			
New Holland Maple Pecan Porter	/m/0n1v6_t								New Holland Brewing Company			
Round Barn West Highland Scotch Ale	/m/0n1qyfn								Round Barn			
Grizzly Peak County Cork's Irish Stout	/m/0n4xwks								Grizzly Peak Brewing			
Antares Cream Stout	/m/04sw_gf	Stout		7.0					Cervecería Antares		Argentina	
Bia hơi	/m/04jldzm											
Rye Pale Ale	/m/0djy34r								Terrapin Beer Company			
King and Barnes Sussex Bitter	/m/04dqj12			3.5					King and Barnes		United Kingdom	/m/04dr1dh
Stichting Noordhollandse Alternatieve Bierbrouwers Czaar Peter	/m/04dqd24			8.5					Stichting Noordhollandse Alternatieve Bierbrouwers		Netherlands	/m/04dq_pr
Hambleton Stud	/m/04dqhvj			4.3					Hambleton Ales		United Kingdom	/m/04dr307
Wye Valley Brewery Dorothy Goodbody's Wholesome Stout	/m/04dqnk2			4.6					Wye Valley Brewery		United Kingdom	/m/04dr75g
King & Barnes 1998 Christmas Ale	/m/04dqj8j			8.0					King & Barnes		United Kingdom	/m/04dr1nm
Praske Pivovar Vratislav Lager (Tesco)	/m/04dqw_6			5.0					Praske Pivovar		Czech Republic	/m/04dqxh3
Dupont Avec les bons voeux de la Brasserie	/m/04dqg_3			9.5					Dupont		Belgium	/m/04dqyjh
Sudbrack Blumenau Eisenbahn Dunkel	/m/04dqhr0			4.8					Sudbrack Blumenau		Brazil	/m/04dqy17
Unertl Gourmet Weisse	/m/04dqw1s			5.5					Unertl		Germany	/m/04dr06c
Achouffe Chouffe Bok 6666	/m/04dqkp0			6.5					Brasserie d'Achouffe		Belgium	/m/04dr2qh
Topvar Patriot	/m/04dqkzf			6.0					Topvar		Slovakia	/m/04dqyqr
Grimbergen Tripel	/m/04dqrm9			9.0					Grimbergen		Belgium	/m/04dr0nc
Neustadt Springs Brewery 10w30	/m/04dqtzb			5.5					Neustadt Springs Brewery		Canada	/m/04dr5sz
Arundel Sussex Gold	/m/04dqt55			4.2					Arundel		United Kingdom	/m/04dqxsm
Natural Light	/m/04690x5								Anheuser-Busch			
James Squire Amber Ale	/m/03m2n2x	Amber ale		5.0					James Squire		Australia	/m/05v0lgm
Gambrinus (Mulhouse) L'Alsacienne sans culotte Blanche d'été/Bière blanche	/m/04dqbhv			4.5					Gambrinus (Mulhouse)		France	/m/04dr5b2
Brøckhouse India Pale Ale	/m/04dqv6f			5.5					Brøckhouse Brewery		Denmark	/m/04dqzjc
Hoegaarden Rosée	/m/04dqqml			4.5					Hoegaarden Brewery		Belgium	/m/04dr46n
Meantime Organic Pilsner	/m/04dqd3p			5.4					Meantime Brewing		United Kingdom	/m/04dq_8h
Itchen Valley Wykeham's Glory	/m/04dqkd8			4.3					Itchen Valley Brewery		United Kingdom	/m/04dr6cz
Brewerkz IPA	/m/04dqn39			6.0					Brewerkz		Singapore	
Kronenbrauerei Karl Karlskrone Premium Pilsner	/m/04dqt6q			5.0					Kronenbrauerei Karl		Germany	/m/04dq_5_
Iceni Deirdre of the Sorrows	/m/04dqbj8			4.4					Iceni		United Kingdom	/m/04dr1zc
Dubuisson Bush	/m/04dqvyv			12.0					Brasserie Dubuisson Frères		Belgium	/m/04dqyth
Big Rock Jackrabbit Low Carb Lager	/m/04dqg4n			3.8					Big Rock Brewery		Canada	/m/04dr4c8
Cerná Hora Granát	/m/04dqfbd			4.8					Cerná Hora		Czech Republic	/m/04dr3yn
Harviestoun Bitter & Twisted	/m/04dql2c			4.2					Harviestoun Brewery		United Kingdom	/m/04dr2km
Marston's New Fangled	/m/04dqv0j			5.0					Marston's		United Kingdom	/m/04dq_b3
Young's Luxury Double Chocolate Stout	/m/04dqwrf			5.0					Young's Brewery		United Kingdom	/m/04dqzl_
Brakspear Millennium	/m/04dqsdg			6.3					Brakspear		United Kingdom	/m/04dqz0r
Cerverceria Patagonia Primitiva S.A. Patagonia	/m/04dqd9l			4.5					Cerverceria Patagonia Primitiva S.A.		Argentina	/m/04dqy0c
Haut Limousin La Gueule Noire du Limousin	/m/04dqpwz			7.0					Haut Limousin		France	/m/04dr26r
Ridgeway Warm Welcome Nut Browned Ale	/m/04dqbkt			6.0					Ridgeway		United Kingdom	/m/04dr3xx
Yuengling Original Black & Tan	/m/040_q8r			4.7					D. G. Yuengling & Son		United States of America	
Roscoe's Hop House	/m/0gx8q56	Pale ale	2010	0.053								
Llangollen Bitter	/m/0hw7687			4.2					Llangollen Brewery		Wales	/m/0hw7dlt
Dark Horse Plead the 5th Imperial Stout	/m/0mtzl_1	Imperial stout							Dark Horse Brewing Co.			/m/0mtznc0
Royal Oak Devil's Blood Black Lager	/m/0n1vlpn								The Royal Oak Brewery			
New Holland Cabin Fever	/m/0n1pygp	Brown ale		6.0	16.0				New Holland Brewing Company			/m/0n1v2sf,/m/0n1v2ss,/m/0n1v2sm
Boatyard Blonde Horizon	/m/0n4xykg								Boatyard Brewing Company			
Saugatuck Side Street Wheat	/m/0n1qwfx			6.3					Saugatuck Brewing Company			
Kuhnhenn Alt	/m/0n4y400								Kuhnhenn Brewing Company			
Atwater Voodoo Vator Dopplebock	/m/0lywwnb			9.0			26.0		Atwater Brewery			
York Centurion's Ghost	/m/0dkfswj								York Brewery			
Arkell's  2B	/m/0dkfpsn	Light ale							Arkell's Brewery			
Australian Ale	/m/0gfs8kj								Bridge Road Brewers			
Cropton Yorkshire Bitter (Marks and Spencer)	/m/04dqdkx			4.6					Cropton Brewery		United Kingdom	/m/04dqzw3
Asahi Super Dry	/m/04dqfg3			5.0					Asahi Breweries		Japan	/m/04dr1h3
Thurn & Taxis Postmeister Doppel Bock	/m/04dqfkm			8.6					Thurn & Taxis		Germany	/m/04dr0l_
Miller Milwaukee's Best	/m/04dqhbh			4.5					Miller Brewing		United States of America	/m/04dq_4_
InBev Stella Artois	/m/04dqhkb			5.2					InBev		Belgium	/m/04dqyg3
Hampshire Brewery Victory's Home	/m/04dqbzy			4.2					Hampshire Brewery		United Kingdom	/m/04dqyhr
Oettinger Winterbier	/m/04dqgz0			5.6					Oettinger		Germany	/m/04dqz0h
Sailerbräu Altenmünster Brauer Bier	/m/04dqx3l			5.2					Sailerbräu		Germany	/m/04dr12r
Gutmann Hefeweizen	/m/04dqjr4			5.2					Gutmann		United Kingdom	/m/04dr2ww
Strubbe Hoevebier	/m/04dqb1m			6.5					Strubbe		Belgium	/m/04dqxgc
Wychwood Circle Master	/m/04dqjsp			4.7					Wychwood Brewery		United Kingdom	/m/04dqxd3
Anheuser-Busch O'Doul's Amber NA	/m/04dqjvn			0.5					Anheuser-Busch		United States of America	/m/04dr5qz
Orkney Dragonhead Stout	/m/04dqlc3			4.0					Orkney		United Kingdom	/m/04dr3g8
La Choulette La Tour d'Ostrevant	/m/04dqlgm			8.5					La Choulette		France	/m/04dr55q
Pope Rolling Rock	/m/04dqph8			4.6					Pope		United States of America	/m/04dr38s
Robert Cain Finest Bitter	/m/04dqqbd			4.0					Robert Cain		United Kingdom	/m/04dr2y_
Unibroue Don de Chien	/m/04dqr4n			9.0					Unibroue		Canada	/m/04dr72z
Guinness Kilkenny Draught Irish Cream Ale	/m/04dqr_3			4.3					Guinness		Ireland	/m/04dqzrm
Firebrand Great British Beer	/m/04dqsl4			5.0					Firebrand		United Kingdom	/m/04dr0th
Arundel Old Knucker	/m/04dqsmp			5.5					Arundel		United Kingdom	/m/04dr313
Tolly Cobbold Daffodil	/m/04dqspn			4.8					Tolly Cobbold		United Kingdom	/m/04dr18c
Jennings Cross Buttock Ale	/m/04dq9wy			4.5					Jennings		United Kingdom	/m/04dr22h
Berliner Kindl Original Weisse Schankbier	/m/04d2v5j											
Saint Arnold Elissa IPA	/m/04dqw8_			6.6					Saint Arnold Brewing Company		United States of America	/m/04dq_vr
Achel 8 Blonde	/m/04dqtny			8.0					Brouwerij de Achelse Kluis		Belgium	/m/04dr1q7
Lech Pils	/m/04gdkh0			5.5					Kompania Piwowarska		Poland,Poznań	/m/04gdkk3,/m/04gdkk9
SCB Extra Stout	/m/03m2nn_											
Troch Chapeau Fraises Lambic	/m/04dqvnn			3.5					Troch		Belgium	/m/04dqxvc
Lindemans Faro Lambic	/m/04dqwz3			4.5					Lindemans Brewery		Belgium	/m/04dr57z
Steam Whistle Pilsner	/m/04dqdc_			5.0					Steam Whistle Brewing		Canada	/m/04dqzdm
Stone Ruination IPA	/m/02hv3bj	Imperial IPA							Stone Brewing Company			
Red Stripe	/m/031j7l	Lager		4.7					Desnoes & Geddes		Jamaica	/m/0dmlr6q
Larkins Best Bitter	/m/0cj1hp1								Larkins		Kent	
Cerveza Potro	/m/04dqlvn			4.7					Cerveceria Mexicana Hacienda Corralejo		Mexico	/m/04dqys3
Reschs Dinner Ale	/m/03q4b2r											
Cascade Premium	/m/03m2n27											
Mountain Goat Surefoot Stout	/m/03m2nnj										Australia	
Molson XXX	/m/04dq9fq			7.0					Molson		Canada	/m/04dr5qg
Klein Duimpje Springbok	/m/04dqbh5			7.0					Klein Duimpje		Netherlands	/m/04dr1_w
Brakspear Special	/m/04dqd4k			4.3					Brakspear		United Kingdom	/m/04dr1rm
Jopen Vier Granen Bok Bier	/m/04dqd_0			6.5					Jopen		Netherlands	/m/04dr4cs
Huyghe Delirium Christmas (2006)	/m/04dqfv4			10.0					Huyghe Brewery		Belgium	/m/04dr223
Belhaven St Andrews Ale	/m/04dqfwp			4.6					Belhaven Brewery		United Kingdom	/m/04dq_5h
Finkbräu Hefe Weissbier	/m/04dqgxy			5.1					Finkbräu		Germany	/m/04dr08c
Karg Weissbier	/m/04dqjbh			5.0					Karg		Germany	/m/04dqy_c
Quilmes	/m/04dqk64			4.5					Cerveza Quilmes,Quilmes		Argentina	/m/04dr6wb
Jantjes Udens Bockbier	/m/04dqk7p			6.0					Jantjes		Netherlands	/m/04dr5lv
De Dolle Brouwers Ara Bier	/m/04dql8y			8.0					De Dolle Brouwers		Belgium	/m/04dr26m
Brew Brothers Brewing Company Prairie Berry Ale	/m/04dqlr4			5.5					Brew Brothers Brewing Company		Canada	/m/04dr732
Caulier Bon Secours Bière Vivante!! Brune	/m/04dqlsp			8.0					Caulier		Belgium	/m/04dr1fw
Wagtail Brewery Golden Ale	/m/04dqmty			4.0					Wagtail Brewery		United Kingdom	/m/04dr0fr
Guinness Draught Bitter	/m/04dqnpg			4.4					Guinness		Ireland	/m/04dr4xt
New Glarus Brewing Company Coffee Stout	/m/04dqpw9			5.75					New Glarus Brewing Company		United States of America	
Coopers Brewery Original Pale Ale	/m/04dqqng	Pale ale		4.5					Coopers Brewery		Australia	/m/0h4xh5z,/m/04dr6c2
Anon (Sainsbury's) Diat Pils	/m/04dqrfv			6.2					Anon (Sainsbury's)		Germany	/m/04dq_73
Durham Brewery St Nicholas	/m/04dqt04			9.3					Durham Brewery		United Kingdom	/m/04dr0d3
Bergquell-Brauerei Loebau Lausitzer Porter	/m/04dqt1p			4.4					Bergquell-Brauerei Loebau		Germany	/m/04dq_n7
Hop Back Taiphoon	/m/04dqt7l			4.2					Hop Back Brewery		United Kingdom	/m/04dr2z3
Antarctica Original	/m/04dqvy5			5.07					Antarctica		Brazil	/m/04dr1bm
Titanic Iceberg	/m/04dqvzq			4.1					Titanic Brewery		United Kingdom	/m/04dr454
Brakspear Light Ale	/m/04dqw2n			3.0					Brakspear		United Kingdom	/m/04dr0h_
Tooheys Extra Dry Platinum	/m/046vyt0	Lager		6.5					Tooheys		Australia	/m/06r3bdb
Old No. 38 Stout	/m/03xf5kv								North Coast Brewing Company			
Meantime Chocolate	/m/04dqg6m			4.9					Meantime Brewing		United Kingdom	/m/04dq_13
Achouffe N'Ice Chouffe	/m/04dqj31			10.0					Brasserie d'Achouffe		Belgium	/m/04dqxlm
Appenzeller Hanfblüte	/m/04dqg0q			5.2					Appenzeller		Switzerland	/m/04dqxmw
Paulaner Roggen	/m/04dqjcl			5.3					Paulaner		Germany	/m/04dr72q
Duncan's Founders Organic Brewery Redhead	/m/04dqp0m			4.2					Duncan's Founders Organic Brewery		New Zealand	/m/04dr0km
El Gouna Beverage Co. Sakara Premium	/m/04dqfdc			5.2					El Gouna Beverage Co.		Egypt	/m/04dqxk7
Isle of Skye Blaven	/m/04dqddn			5.0					Isle of Skye		United Kingdom	/m/04dr2jh
Holden's Special	/m/04dqd43			5.1					Holden's		United Kingdom	/m/04dqyfc
Old Stock Ale	/m/03xf5lz								North Coast Brewing Company			
Cotleigh Brewery Peregrine Porter	/m/04dqcfc			5.0					Cotleigh Brewery		United Kingdom	/m/04dr4_t
Burton Bridge Bramble Stout	/m/04dqjfj			5.0					Burton Bridge Brewery		United Kingdom	/m/04dr6sl
Durham Brewery The Keswickian	/m/04dql4b			4.5					Durham Brewery		United Kingdom	/m/04dr0gm
Boulevard Pale Ale	/m/04dqwwc			4.9					Boulevard Brewing Company		United States of America	
Dixie Blackened Voodoo	/m/04dqlv6			4.0					Dixie Brewing Company		United States of America	/m/04dr0l3
Western Samoa Breweries Vailima	/m/04dqlwr			5.5					Western Samoa Breweries		American Samoa	/m/04dr3f0
Grolsch Het Kanon	/m/04dqmpb			11.6					Grolsch Brewery		Netherlands	/m/04dr25r
Summit India Pale Ale	/m/04dqbms			5.8					Summit Brewing Company		United States of America	
Broughton Ales The Ghillie	/m/04dqw9n			4.5					Broughton Ales		United Kingdom	/m/04dr72l
Joseph Holt Mild	/m/04d2v6y											
Timmermans Bourgogne des Flandres	/m/04dqn0x			5.0					Timmermans		Belgium	/m/04dr4l0
Verhaege-Vichte Vichtenaar	/m/04dqw3r			5.1					Verhaege-Vichte		Belgium	/m/04dq_17
La Choulette La Porte du Hainaut	/m/04dqw26			6.0					La Choulette		France	/m/04dqy2h
Anderson Valley Winter Solstice Seasonal Ale	/m/04dqt8p			6.9					Anderson Valley Brewing Company		United States of America	/m/04dr2vr
ZAO Kombinat Napitkov Tolstiak Grechishnoye	/m/04dqn58			5.9					ZAO Kombinat Napitkov		Russia	/m/04dr5sg
Cerveza Nacional Paceña	/m/04dqt74			7.0					Cerveceria Nacional		Bolivia	/m/04dqxm7
Old Latrobe Rolling Rock (brewed by Whitbread)	/m/04dq9js			4.6					Old Latrobe		United Kingdom	/m/04dqydm
Fischer Bière de Noël	/m/04dqrjx			6.0					Fischer		France	/m/04dq_cc
Cerná Hora Kvasar (Light)	/m/04dqbl7			5.7					Cerná Hora		Czech Republic	/m/04dr18m
Hook Norton Twelve Days	/m/04dqrb_			5.5					/m/04drbw8		United Kingdom	/m/04dr2bh
Butts Brewery Blackguard Porter	/m/04dqn6t	Porter		4.5					Butts Brewery		United Kingdom	/m/04dqz2r
Lakeland Brewing Company Great Northern	/m/04dqnm1			5.8					Lakeland Brewing Company		United Kingdom	/m/04dq_hh
Wychwood Sainsbury's Organic English Ale	/m/04dqpyy			4.5					Wychwood Brewery		United Kingdom	/m/04dr0y3
El Gouna Beverage Co. Sakara Gold	/m/04dqh1z			4.0					El Gouna Beverage Co.		Egypt	/m/04dr4jn
Ballard's Right Angler	/m/04dqnqk			9.5					Ballard's		United Kingdom	/m/04dqzgr
Black Isle Organic Stout	/m/04dqp81			4.5					Black Isle Brewery		United Kingdom	/m/04dr6tz
Dublin Brewing D'Arcy's Dublin Stout	/m/04dqpbp			4.7					Dublin Brewing		Ireland	/m/04dqzxw
Rogue Chocolate Stout	/m/04dqbvs			4.8					Rogue Ales,Rogue Brewing		United Kingdom	/m/04dr4r5
Bailleux Cuvée des Jonquilles	/m/04dqb3c			7.0					Bailleux		France	/m/04dq_2r
Landtsheer Malheur Biere Brut	/m/04dqm73			11.0					Landtsheer		Belgium	/m/04dr2fw
Tolly Cobbold Countdown	/m/04dqvgj			5.0					Tolly Cobbold		United Kingdom	/m/04dq_0w
Prignon Winter Fantôme	/m/04dqdmn			8.0					Prignon		Belgium	/m/04dr4ms
Delph Brewery Batham's Special Strong Ale	/m/04dqsrd			6.3					Delph Brewery		United Kingdom	/m/04dr0__
De Ranke Kriek	/m/04dqjk0			7.0					De Ranke		Belgium	/m/04dq_q_
Binding Diat Pils	/m/04dqwhs			5.0					Binding		Germany	/m/04dqxfc
Berliner Kindl Bock Dunkel	/m/04dqvjh			7.0					Berliner Kindl		Germany	/m/04dr756
Marston's India Export	/m/04dqwg7			5.5					Marston's		United Kingdom	/m/04dr4q8
Proef Reinart Grand Cru	/m/04dqr6d			9.5					Proef		Belgium	/m/04dq_1w
High Falls Brewing Co. JW Dundee's IPA	/m/04dqqt1			6.3					High Falls Brewing Company		United States of America	/m/04dqyr3
Maximiliaan Meibock	/m/04dqryt			6.5					Maximiliaan		Netherlands	/m/04dq_9w
Hepworth & Co. Pullman	/m/04dqx5b			4.2					Hepworth & Co.		United Kingdom	/m/04dr0bm
Zywiec Specjal Jasny Pelny	/m/04dqhlw			6.0					Żywiec Brewery		Poland	/m/04dr41n
Dreher Bak	/m/04dqnv1			7.3					Dreher		Hungary	/m/04dr418
Wylam Bohemia	/m/04dqrx8			4.6					Wylam Brewery		United Kingdom	/m/04dqzhw
Maclay Thistle Hurly Burly Oat Malt Stout (Asda)	/m/04dqrk_			4.5					Maclay Thistle		United Kingdom	/m/04dr4yf
Schlossbrauerei Grunbach Grunbacher Altweiser Gold	/m/04dqn1_			5.3					Schlossbrauerei Grunbach		Germany	/m/04dr22w
Bateman's XXXB	/m/04dqkjw			4.8					Batemans Brewery		United Kingdom	/m/04dr2xm
Lech Free	/m/04gdkhd			0.0					Kompania Piwowarska		Poland,Poznań	/m/04gdkl2,/m/04gdkl8
Shepherd Neame 1698 Bottle Conditioned Strong Ale	/m/04dqfmc			6.5					Shepherd Neame		United Kingdom	/m/04dq_mh
Wild Goose Nut Brown Ale	/m/04dqvc0			5.2					Wild Goose		United States of America	/m/04dr0t_
Chiltern Brewery The Lord-Lieutenant's Porter	/m/04dqqxk			6.0					Chiltern Brewery		United Kingdom	/m/04dr26w
Klinskoe Light	/m/04dqr0h			4.5					Klinskoe		Russia	/m/04dr1_h
Yates' Undercliff Experience	/m/04dqtjs			4.1					Yates'		United Kingdom	/m/04dr1cw
Sharp's Eden Ale	/m/04dqqcy			4.4					Sharp's		United Kingdom	/m/04dr1pr
Kuhnhenn B-Rad's Banana Stout	/m/0n4y3z4								Kuhnhenn Brewing Company			
Atwater Purple Gang Pilsner	/m/0lywwkq			5.5			12.0		Atwater Brewery			
Round Barn Summer Wheat	/m/0n1qyg2								Round Barn			
Kuhnhenn Raspberry Eisbock	/m/0n4y3rw								Kuhnhenn Brewing Company			
Moosehead Lager	/m/02hv3fx											
Wadsworth 6x	/m/02k7322	Bitter		4.3								
Brown Bear Ale	/m/063hm8b	Brown ale							Thirsty Bear Brewing Company			
Lagunitas The Hairy Eyeball	/m/05k6g27								Lagunitas Brewing Company			
Gilde Ratskeller	/m/05vjpkw								Gilde Brauerei Hannover		Hanover	
Big River ESB	/m/063hmgq	Extra Special/Strong Bitter							Ukiah Brewing Company			
Lionshead	/m/0g7y8q	Pilsener	1905	4.5								
Newcastle Brown Ale	/m/09gjd	Brown ale	1927	4.7					Newcastle Breweries		England	
Leffe Blond	/m/02hv3bp	Belgian Blond Ale							Leffe			
Saison Dupont Vieille Provision	/m/02hv3d2	Saison		6.5					Dupont Brasserie			
Maxx Dry Lager	/m/0h4xh5f	Lager		5.0					MAXX			/m/0h4xh5d
Bingtang Beer	/m/0bgggvk								PT Multi Bintang Indonesia Tbk			
Ciucaş	/m/0djz6rm								Ursus			
Black Isle Hibernator Oatmeal Stout	/m/0dl78y3											
Bazens' Black Pig	/m/0djzbl5								Bazens'			
Maudite	/m/02q21k6								Unibroue			
New Holland Lanterne Rouge	/m/0n1v6zh								New Holland Brewing Company			
New Holland Sundog	/m/0n1pygw	Amber ale		6.0					New Holland Brewing Company			/m/0n1pz9b,/m/0n1pz90,/m/0n1pz95
Miller Lite	/m/02hv36l	Lite American Lager		4.2					Miller Brewing			
Oettinger Hell	/m/09vjvsx								Oettinger			
Nethergate Suffolk County	/m/0dkfstz								Nethergate brewery			
Radiant Ale	/m/0dlw1cl								Ninkasi Brewing			
Triple fff Moondance	/m/0djzbk_								Triple fff Brewery			
Kuhnhenn Mango Tango Panty Dropper	/m/0n4y3_8								Kuhnhenn Brewing Company			
Kuhnhenn Breakfast Sausage Ale	/m/0n4y3rh								Kuhnhenn Brewing Company			
New Holland Dugan's Irish Red	/m/0n1v70r								New Holland Brewing Company			
New Holland Smokin' Hatter	/m/0n1v73p								New Holland Brewing Company			
Dark Horse One Oatmeal Stout	/m/0mtzm00	Oatmeal stout							Dark Horse Brewing Co.			/m/0mtzv4r
Big Horn Bitter	/m/063wb35	Bitter							Walnut Brewery			
Olde English 800	/m/05s3ms	Malt liquor		7.5					Miller Brewing			/m/04dyds3
Ironwood Dark	/m/063hlxb	Brown ale							Tied-House Cafe & Brewery			
Saugatuck The Reverent Monk Belgian Triple	/m/0n1qwh7	Belgian Golden Strong Ale		9.8					Saugatuck Brewing Company			
Dark Horse Sapient Trip Ale	/m/0mtzlzw	Belgian Tripel		8.5					Dark Horse Brewing Co.			/m/0mt_6x4,/m/0mt_6x9,/m/0mt_6xg
Copper Canyon Alt	/m/0n4xzb7								Copper Canyon Brewery			
Kuhnhenn Red Run	/m/0n4y3yl								Kuhnhenn Brewing Company			
Otley O1 dry hopped	/m/0djz9_s	Pale ale							Otley Brewing Company Limited			
Hadrian Centurion	/m/0djzbkm								Hadrian			
York Brewery Yorkshire Terrier	/m/0djzbkx								York Brewery			
Castle Rock Elsie Mo	/m/0dl8hck	Pale ale		4.7					Castle Rock Brewery			
Wem Brewing Company Pure Gold	/m/0dlfhp3	Golden ale							Wem Brewing Company			
Wild Swan	/m/0dj2q2p								Thornbridge Brewery			
Llangollen Grange No 1	/m/0hw7680			3.2					Llangollen Brewery		Wales	/m/0hw7g0p
Sly Fox Pale Ale	/m/02hv397	American Pale Ale							Sly Fox Brewery			
Dark Star Winter Solstice	/m/0dl8hlg			4.2					Dark Star			
J.W. Lees Greengate Smooth	/m/0dlfhwm			3.9					JW Lees			
Guzzler	/m/0dm6j_7	Session Beer	1996	3.6								
Humpty Dumpty  Little Sharpie	/m/0dkfs5l								Humpty Dumpty			
Green Jack Ripper	/m/0djzblc								Green Jack			
Nuptiale Cream Ale	/m/0dlw1c4								Ninkasi Brewing			
Otley O1	/m/0djz9zv	Golden ale							Otley Brewing Company Limited			
Howard Town Brewery Wren's Nest	/m/0dlfhqy			4.2					Howard Town Brewery			
Odd Side Grapefruit Wheat	/m/0n4y4rb								Odd Side Ales			
Royal Oak Michigan Cherry Ale	/m/0n1vlms								The Royal Oak Brewery			
New Holland Hot for Teacher	/m/0n1v3jp	Pale ale		5.3	14.5		43.0		New Holland Brewing Company			
Jolly Pumpkin Madrugada Obscura Dark Dawn Stout	/m/0lywm3s								Jolly Pumpkin Artisan Ales			
Oettinger Radler	/m/09vjvt3								Oettinger			
Southwark Bitter	/m/09_hwnl	Bitter		4.5			25.0		Southwark		South Australia	/m/09_hxwp
Orkney The Red MacGregor	/m/04dqqdc			5.0					Orkney		United Kingdom	/m/04dq_cw
Wychwood Hobgoblin	/m/04dqx5k			5.5					Wychwood Brewery		United Kingdom	/m/04dr5h6
Ind Coope Burton Ale	/m/04dqwkz			4.8					Ind Coope		United Kingdom	/m/04dr6lz
Brasserie Lefèbvre Abbaye de Bonne-Espérance	/m/04dqvjq			7.8					Brasserie Lefèbvre		Belgium	/m/04dq_l7
Carlow Brewing Company O'Hara's Celtic Stout	/m/04dqsrm			4.3					Carlow Brewing Company		Ireland	/m/04dr5r2
Corsendonk Agnus	/m/04dqsn3			7.5					Corsendonk		Belgium	/m/04dqyq7
Belhaven Fruit Beer	/m/04dqs1z			4.4					Belhaven Brewery		United Kingdom	/m/04dr5_z
Reflets de France Bière de Garde	/m/04dqr6m			6.0					Reflets de France		France	/m/04dq_dw
Shardlow Brewing Company Reverend Eaton's (bottled by Leek Brewery)	/m/04dqr0q			4.5					Shardlow Brewing Company		United Kingdom	/m/04dr57g
Samuel Smith's Organic Best Ale	/m/04dqnfc	Golden ale		5.0					Samuel Smith Brewery		United Kingdom	/m/04dr4bs
Pete's Wicked Ale	/m/04dqm0_			5.0					Pete's Brewing Company		United States of America	/m/04dr74b
Swale Old Dick	/m/04dqksz			5.2					Swale		United Kingdom	/m/04dqxvm
Mad River Brewing Co. Jamica Red Ale	/m/04dqjt3			5.0					Mad River Brewing Company		United States of America	/m/04dqy4m
Good Bastards Dark Ale	/m/04dqgm9			4.0					Good Bastards Brewery		New Zealand	/m/04dr1l7
Hambleton Black Lightning	/m/04dqfml			6.5					Hambleton Ales		United Kingdom	/m/04dr28h
Hop Back Pickled Santa	/m/04dqdmw			6.0					Hop Back Brewery		United Kingdom	/m/04dqz5w
McAuslan Brewing St. Ambroise Pale Ale	/m/04dqck2			5.0					McAuslan		Canada	/m/04dqz73
Christoph Noyon 2 Caps	/m/04dqc39			6.0					Christoph Noyon		France	/m/04dr46x,/m/04dr1kc
Amsterdam Maximator	/m/04dqb9h			11.6					Amsterdam		Netherlands	/m/04dr384
Gambrinus (Mulhouse) L'Alsacienne sans culotte Frivole de Printemps/Bière de Printemps	/m/04dqb3l			5.0					Gambrinus (Mulhouse)		France	/m/04dr0fc
Marston Moor Brewer's Droop	/m/04dq9yx			5.0					Marston Moor		United Kingdom	/m/04dr1n3
Oakhill Mendip Twister	/m/04dq96h			6.3					Oakhill		United Kingdom	/m/04dr0kc
B. Nektar Wildberry Pyment	/m/0n4xy7s								B. Nektar Meadery			
Fort Street Doug's Turbo Sarsaparilla	/m/0n4y2r5								Fort Street Brewery			
New Holland Jib Cutter	/m/0n1v6fv								New Holland Brewing Company			
Royal Oak Suicide Blonde	/m/0n1vlwq								The Royal Oak Brewery			
New Holland Night Tripper Imperial Stout	/m/0n1v3kt	Imperial stout		10.8	27.0				New Holland Brewing Company			/m/0n1v3r0,/m/0n1v3r5,/m/0n1v3rc
